code,QA,fill
K166000100,4.949345669022881,#449C93
K170001010,3.168375572343332,#7ACEB9
K171301001,4.480493591802565,#449C93
K172421001,2.1156199143723216,#7ACEB9
K175311001,2.8343226034771782,#7ACEB9
K176401002,3.700095691491383,#449C93
K177301001,2.8325103979873494,#7ACEB9
K177551001,4.4001296297624135,#449C93
K181031001,6.409856641904769,#2A6863
K183301001,6.223535255036134,#2A6863
K191451001,4.235420396688088,#449C93
K193001010,3.1275377951866496,#7ACEB9
K194030000,4.572431590338249,#449C93
K194301001,4.212933064933778,#449C93
K195401001,4.869687934470438,#449C93
K196000101,4.184936151334236,#449C93
K196030000,4.3006688834759,#449C93
K206401002,-1.2712020364462915,#EFE0B0
K207081010,-0.5443458501844803,#EFE0B0
K208082001,0.20186047493854198,#BCE6DB
K209008000,-0.0644133714064084,#EFE0B0
K209081001,-0.6233509534712929,#EFE0B0
K212030000,-1.720768096616906,#D4B86A
K212301002,-2.729412686115057,#D4B86A
K214301002,-1.3943013817435652,#EFE0B0
K216311001,-1.6626711079298946,#EFE0B0
K217302001,-1.1492938976318308,#EFE0B0
K221084201,-1.2243876141839372,#EFE0B0
K222302001,-1.3996303172156181,#EFE0B0
K222303001,-1.3916473405194398,#EFE0B0
K222601001,-1.4928880174859327,#EFE0B0
K223403201,-1.7409998654899521,#D4B86A
K224082001,-1.2095400145984407,#EFE0B0
K225401001,-1.3283782403765545,#EFE0B0
K228031000,-0.44252108823409975,#EFE0B0
K228311002,-0.7540879933222584,#EFE0B0
K230081001,-1.0154031679016455,#EFE0B0
K231621001,0.6139541377262712,#BCE6DB
K233081001,-0.6849506926473221,#EFE0B0
K233551001,3.4038401126710127,#449C93
K233551100,3.3857796197226313,#7ACEB9
K235000100,0.79979313174395,#BCE6DB
K236301001,0.6468227379526861,#BCE6DB
K236302002,0.9408430492740738,#BCE6DB
K238311001,1.5373917769884804,#BCE6DB
K243081001,-0.23863313199509656,#EFE0B0
K251401001,0.30173443309118014,#BCE6DB
K251402001,0.854956403691175,#BCE6DB
K252301001,0.6001648975436755,#BCE6DB
K253401001,1.3977429893190372,#BCE6DB
K253401100,1.9520702209168455,#7ACEB9
K253401201,1.2221576096967883,#BCE6DB
K254401001,3.1037690750059395,#7ACEB9
K256400000,0.9980595145519733,#BCE6DB
K258301001,0.9769243118598148,#BCE6DB
K259030000,1.6689361828607894,#BCE6DB
K259301001,0.8797923343629866,#BCE6DB
K262303000,1.7817854709117598,#7ACEB9
K263031001,2.459675687491535,#7ACEB9
K264401001,3.367834006401955,#7ACEB9
K265400000,1.7546384224520568,#7ACEB9
K265401001,1.5413783029050758,#BCE6DB
K267401001,1.0037567479575655,#BCE6DB
K268081001,0.6140378142467503,#BCE6DB
K268082001,0.8576210106161344,#BCE6DB
K270081010,1.4645976985690978,#BCE6DB
K271401001,7.078318377543864,#193830
K272422001,4.9445946035312405,#449C93
K273400000,6.996891149409326,#193830
K275301002,3.4917587146893716,#449C93
K275303001,4.482296129195598,#449C93
K275862100,4.972381167904863,#449C93
K277312001,4.226123248441867,#449C93
K277402001,5.3066373566622635,#2A6863
K278301001,4.520913645889449,#449C93
K279081001,1.1764982363825907,#BCE6DB
K282191001,-0.10817559756213165,#EFE0B0
K283401001,-0.06453120431740426,#EFE0B0
K285191001,0.6179833936512834,#BCE6DB
K287191001,0.3063717518089408,#BCE6DB
K288401001,1.7465539815650373,#7ACEB9
K294401001,2.4067403082371244,#7ACEB9
K295000101,1.1243395535397283,#BCE6DB
K297031001,3.116685694990225,#7ACEB9
K298191001,1.2991180134058724,#BCE6DB
K299401001,2.7247190875965543,#7ACEB9
K302030000,10.829850403384082,#193830
K303081001,1.2588121793293647,#BCE6DB
K306031001,3.2537370897521045,#7ACEB9
K307401001,3.7085153324536195,#449C93
K313000200,1.5143613172079455,#BCE6DB
K315301001,6.266672260380654,#2A6863
K322020000,1.417764948103994,#BCE6DB
K322021001,1.2850180572469592,#BCE6DB
K322201001,0.6889382343883605,#BCE6DB
K323030000,1.4623802993641435,#BCE6DB
K326400000,2.701556715117759,#7ACEB9
K326401002,2.017382721093626,#7ACEB9
K327301001,1.2399137302014709,#BCE6DB
K329202001,0.9741845845713091,#BCE6DB
K329304201,0.9775125048999398,#BCE6DB
K330201001,1.2547004457517377,#BCE6DB
K332201001,1.4465025933424474,#BCE6DB
K333030000,3.194414790444492,#7ACEB9
K335000100,3.8438400002146387,#449C93
K337301001,4.731079120859833,#449C93
K337471001,7.473414686637732,#193830
K338201001,2.2477609957396605,#7ACEB9
K340081001,1.8400507383161233,#7ACEB9
K345081001,1.754141155507784,#7ACEB9
K346400000,5.847086726093179,#2A6863
K346401001,6.123814211481614,#2A6863
K352008000,2.4038200390219138,#7ACEB9
K353301001,6.873641139167454,#193830
K355301001,6.878863184119003,#193830
K357081010,2.3185543848194103,#7ACEB9
K360301001,6.746394799019933,#2A6863
K365081001,1.9313465468416606,#7ACEB9
K400001010,2.766325586773025,#7ACEB9
K401301001,5.4304983972311724,#2A6863
K403001010,3.068311407850844,#7ACEB9
K404401001,4.1371170391983725,#449C93
K407031000,5.294253663928182,#2A6863
K407311001,4.801236825869708,#449C93
K408001001,3.28199586911904,#7ACEB9
K409401001,4.36643446819337,#449C93
K412301001,4.068168303511612,#449C93
K415001010,2.9122709350663785,#7ACEB9
K418001201,2.8491187794640473,#7ACEB9
K419400000,4.528703599795333,#449C93
K425030000,-0.5124332292304331,#EFE0B0
K428000201,1.0708621167372478,#BCE6DB
K428031000,1.6454797970475568,#BCE6DB
K430002010,3.1863254507211694,#7ACEB9
K435001020,3.2982026425409936,#7ACEB9
K437031000,0.09670545589872219,#BCE6DB
K438311001,0.3645431291036985,#BCE6DB
K439030000,0.3684656390958043,#BCE6DB
K440000000,3.1604184339943067,#7ACEB9
K441409001,3.015318838253239,#7ACEB9
K444301001,0.2935231632295906,#BCE6DB
K445000000,3.143007215967182,#7ACEB9
K447001001,2.8317777563787274,#7ACEB9
K447311001,2.670063307314289,#7ACEB9
K455000101,-2.0885554400216586,#D4B86A
K456400000,-2.712190517726765,#D4B86A
K457221001,-1.867805848934879,#D4B86A
K466031000,1.1227187299286516,#BCE6DB
K467000201,-1.462238898738088,#EFE0B0
K468000100,0.9754649403120255,#BCE6DB
K469022000,-0.44406888844968434,#EFE0B0
K473000101,-1.8249114254405583,#D4B86A
K478000201,-2.865580386156042,#D4B86A
K478030000,-2.4295188994016668,#D4B86A
K479301001,-2.4549235224463923,#D4B86A
K480001001,2.6912645142059106,#7ACEB9
K481400000,2.163492720460096,#7ACEB9
K483000100,4.180067118077359,#449C93
K483015000,3.234189113002079,#7ACEB9
K484000102,2.7899633918780973,#7ACEB9
K485300001,1.1534793535629944,#BCE6DB
K487312002,0.8406243675523417,#BCE6DB
K488031100,0.654064173053567,#BCE6DB
K490003102,2.962965664644378,#7ACEB9
K497000200,1.0978419860220896,#BCE6DB
K505000101,3.7957298474732077,#449C93
K505009000,4.062757514562127,#449C93
K508301001,4.338136585283294,#449C93
K509090001,3.4612424476814887,#449C93
K510000200,2.530430389724271,#7ACEB9
K514031000,3.6124493156072717,#449C93
K514311001,3.806448609281542,#449C93
K514311500,3.3840728721458833,#7ACEB9
K515000100,5.570697534053025,#2A6863
K518302002,3.5593872032996643,#449C93
K518302100,4.172791737752355,#449C93
K520090201,3.6106370807608386,#449C93
K522090001,3.8577482776929237,#449C93
K522090003,4.038952853306062,#449C93
K523401001,7.209543159387168,#193830
K525009000,4.746636197753138,#449C93
K531301001,4.746251719954449,#449C93
K533311001,5.725050487550632,#2A6863
K534321001,3.4257951195236416,#449C93
K534591100,3.2710800925166597,#7ACEB9
K536322001,4.277972693248644,#449C93
K536322201,4.149161692206559,#449C93
K538302101,4.737623259649788,#449C93
K540092001,4.497697676933004,#449C93
K542401001,5.089018577437258,#449C93
K543030000,4.966819583183939,#449C93
K543302001,5.010740930813702,#449C93
K543302101,4.79877198780844,#449C93
K544000201,5.376955085711287,#2A6863
K545009000,4.851357437472639,#449C93
K548091010,4.871687694474425,#449C93
K548092010,4.864498108535404,#449C93
K549090001,4.550978797339363,#449C93
K551000100,4.784004048838948,#449C93
K554301001,5.352084786306059,#2A6863
K555023000,5.800300752694783,#2A6863
K555230001,5.273464187015415,#2A6863
K557410001,3.4650099879138403,#449C93
K562301001,4.727657758786081,#449C93
K565301001,5.203249272886738,#2A6863
K565301100,5.654381190575308,#2A6863
K566000100,5.402863412270018,#2A6863
K570232001,5.131921012084338,#2A6863
K571231001,4.850750498335023,#449C93
K573030000,2.176375510001013,#7ACEB9
K602242001,6.027058149173202,#2A6863
K602242101,5.297451411905237,#2A6863
K606301001,3.6555216073867873,#449C93
K607240010,5.320815979355993,#2A6863
K608000100,5.047391049590926,#449C93
K610243001,5.194246728953376,#2A6863
K610243201,5.192430553010126,#2A6863
K611240010,5.0549242663736695,#449C93
K612311011,4.247930769594199,#449C93
K612311100,3.5665156572500814,#449C93
K612311200,3.4980497605931307,#449C93
K613000100,3.7146945619848992,#449C93
K614031000,4.318125854828597,#449C93
K615000100,6.138387479242007,#2A6863
K617313001,4.551325450256224,#449C93
K618000100,4.219939995667684,#449C93
K619242001,4.211448609954918,#449C93
K620090010,4.355908884305525,#449C93
K622091003,4.368602677025107,#449C93
K633252001,3.2170905242334342,#7ACEB9
K633401001,3.165409825215007,#7ACEB9
K633401201,2.4943054715115216,#7ACEB9
K637302001,3.675557743622373,#449C93
K640250011,2.561125702068845,#7ACEB9
K640252001,2.906588902917782,#7ACEB9
K642000100,-1.6410004154033806,#EFE0B0
K645301001,0.3320300263274884,#BCE6DB
K646000100,0.6355112006072805,#BCE6DB
K648251001,2.4390417489518645,#7ACEB9
K649251001,2.5422147833988884,#7ACEB9
K649251100,0.9375157817629596,#BCE6DB
K650091001,3.6682553229382755,#449C93
K652000201,4.758317621687548,#449C93
K652030000,4.70494281826026,#449C93
K653000100,4.8256520546510036,#449C93
K654031000,5.100788800733196,#2A6863
K658032000,4.975091558956285,#449C93
K659300010,5.020622751027908,#449C93
K659302001,4.785460413522032,#449C93
K661009000,4.0100959983396285,#449C93
K671091001,3.8056445647978676,#449C93
K672000201,3.901105907114674,#449C93
K681400000,2.1520691041425986,#7ACEB9
K683002001,2.7575400644311046,#7ACEB9
K683002101,2.8061410376971603,#7ACEB9
K702026000,3.7403873033652304,#449C93
K702260010,4.296020650257094,#449C93
K702262001,3.3959118538398925,#7ACEB9
K714301001,2.0852917944612672,#7ACEB9
K715261010,2.9962106872889187,#7ACEB9
K720261001,2.768516806397826,#7ACEB9
K720751001,3.971014518278495,#449C93
K721261010,3.251941084086636,#7ACEB9
K721751202,4.149167608507712,#449C93
K722261011,3.0934755980063984,#7ACEB9
K730000100,3.707353492869892,#449C93
K731261001,2.8356377397533103,#7ACEB9
K731262010,3.2363137259174337,#7ACEB9
K732261001,3.065553791624011,#7ACEB9
K741301010,3.981426553230574,#449C93
K741401001,4.066897036810604,#449C93
K742000201,3.32360827060448,#7ACEB9
K743303001,3.340480491827665,#7ACEB9
K743303201,2.7524950702431785,#7ACEB9
K750261010,3.002362038934924,#7ACEB9
K751401001,2.3734676767230747,#7ACEB9
K752262010,2.603281488416124,#7ACEB9
K754000501,2.2865160915137963,#7ACEB9
L001061101,0.9611409512871217,#BCE6DB
L005063001,0.4817868385066532,#BCE6DB
L009302001,0.6118452057907593,#BCE6DB
L009302002,0.8537597892179776,#BCE6DB
L011030000,0.23122611991264463,#BCE6DB
L012303001,0.4812566566289931,#BCE6DB
L014061001,0.9190118834858524,#BCE6DB
L020151001,0.9037085554219854,#BCE6DB
L023151001,1.279547165483201,#BCE6DB
L030000101,1.1217704771528574,#BCE6DB
L030015000,1.5885538527056924,#BCE6DB
L031401001,1.7217719803054052,#7ACEB9
L032151001,1.4663699296587942,#BCE6DB
L040061001,1.2385976471819133,#BCE6DB
L051301001,2.7837897354327787,#7ACEB9
L056301001,2.465777419044279,#7ACEB9
L061400000,2.6009348301173967,#7ACEB9
L061402001,2.5132352002076184,#7ACEB9
L062061001,1.792716519076117,#7ACEB9
L062401001,2.505952517502455,#7ACEB9
L070061001,1.632126607374241,#BCE6DB
L080030000,2.2190008554200924,#7ACEB9
L081301001,1.861723848390552,#7ACEB9
L091402001,2.0735498458090835,#7ACEB9
L092061002,1.5656076966433823,#BCE6DB
L093000100,2.055480026367401,#7ACEB9
L094061001,1.4858666005296959,#BCE6DB
L100401001,0.9804367716714207,#BCE6DB
L111301001,1.2024767019993954,#BCE6DB
L111302001,1.1824713602915455,#BCE6DB
L111302100,1.2891215492735266,#BCE6DB
L120000301,1.4732844459821806,#BCE6DB
L130000200,0.9159142670110597,#BCE6DB
L131000101,1.3593553926357558,#BCE6DB
L131000400,1.2487485803220484,#BCE6DB
L132400000,1.6658856922936853,#BCE6DB
L140061001,1.5632958679880797,#BCE6DB
L143000200,2.98073408999576,#7ACEB9
L144061001,1.66368911031029,#BCE6DB
L200000300,2.1766723495383644,#7ACEB9
L202000300,3.962021948907835,#449C93
L203000200,3.766765604972383,#449C93
L210301001,2.59558115993842,#7ACEB9
L210301300,2.449566321165744,#7ACEB9
L211401001,3.0668716348351905,#7ACEB9
L211401300,2.5743630498258296,#7ACEB9
L220161002,3.0969432567449764,#7ACEB9
L221301001,0.38054185541430136,#BCE6DB
L225030000,0.5758520846144505,#BCE6DB
L225301001,0.9432457477532342,#BCE6DB
L231301001,3.3410250226931977,#7ACEB9
L231301101,3.424936601010028,#449C93
L231301401,3.3533722446990266,#7ACEB9
L232440000,2.590442849585646,#7ACEB9
L233401001,1.9770866538817713,#7ACEB9
L233401200,2.403298357903472,#7ACEB9
L234161001,2.4115015585367465,#7ACEB9
L240401001,1.752007548307067,#7ACEB9
L240402001,2.2002796670761464,#7ACEB9
L240403001,2.3435176322122673,#7ACEB9
L240404001,2.4500214320805194,#7ACEB9
L242401400,1.0966463965934152,#BCE6DB
L243000300,1.5356657670698013,#BCE6DB
L244030000,2.8290621996147474,#7ACEB9
L244301001,2.606056320406095,#7ACEB9
L250161001,2.5362981247507315,#7ACEB9
L251000300,5.7508589044998075,#2A6863
L252301001,5.5164766311584135,#2A6863
L252301100,5.89043239084788,#2A6863
L253016100,2.6992677288728033,#7ACEB9
L301000100,3.983788759072735,#449C93
L302000300,3.7903602306499886,#449C93
L303301001,3.9936917485493963,#449C93
L311000100,4.69760218606143,#449C93
L312301001,4.556421741611162,#449C93
L312301100,5.021670365077774,#449C93
L320062001,1.7430977423232203,#7ACEB9
L323006000,1.9422638756789858,#7ACEB9
L403301001,1.2074823164934858,#BCE6DB
L410071001,1.6326365154496802,#BCE6DB
L420000301,1.7925295728584778,#7ACEB9
L421071001,2.002920514527555,#7ACEB9
L422071001,2.138755761976575,#7ACEB9
L430017000,5.5962829812169135,#2A6863
L431400000,4.632011546924015,#449C93
L440000101,4.355117731083401,#449C93
L441171001,3.8431737820342726,#449C93
L452302001,2.2611276432417435,#7ACEB9
L452302002,2.393755588954151,#7ACEB9
L453000201,2.6549893734461842,#7ACEB9
L454071001,2.9391416955087615,#7ACEB9
L454072001,2.9572170930478334,#7ACEB9
L465301001,2.4954234857245052,#7ACEB9
L470071001,2.980070573384695,#7ACEB9
L471071001,2.583576377005181,#7ACEB9
L473071001,2.6865573822520235,#7ACEB9
L500181001,2.9045813267932186,#7ACEB9
L501018000,2.4905328777738083,#7ACEB9
L502181001,2.4487856319330534,#7ACEB9
L503401001,2.730150566547993,#7ACEB9
L503401200,2.3460894935169048,#7ACEB9
L510018000,2.5480488250450724,#7ACEB9
L510181001,2.1666406168139285,#7ACEB9
L513401001,2.1836427643067693,#7ACEB9
L522302001,1.6242602544947562,#BCE6DB
L530181001,2.2579369258017095,#7ACEB9
L532301001,2.3138910089592595,#7ACEB9
L540181001,2.3299490668732985,#7ACEB9
L541018000,2.619479438182371,#7ACEB9
L541181001,2.057319589924235,#7ACEB9
L541182301,2.455328217741936,#7ACEB9
L551191001,2.0244984014190597,#7ACEB9
L556000102,2.3097411482000623,#7ACEB9
L560000100,2.8366445450557003,#7ACEB9
L561000100,2.5809921651648033,#7ACEB9
L562301001,2.58941741693654,#7ACEB9
L563030000,2.506670663239617,#7ACEB9
L564000100,2.2185614355538354,#7ACEB9
L565000100,2.3361608340555824,#7ACEB9
L565031000,2.2359418367449124,#7ACEB9
L567000100,2.6036303183648366,#7ACEB9
L567000301,2.3833922645133874,#7ACEB9
L571000100,1.72521561056566,#7ACEB9
L571000200,1.0614114205904666,#BCE6DB
L573301001,2.3134873221086054,#7ACEB9
L574191001,2.330585661575827,#7ACEB9
L574192002,2.4307713209294652,#7ACEB9
L580181001,2.6572365924016963,#7ACEB9
L600071001,2.5220684183080957,#7ACEB9
L601000300,3.505840804669609,#449C93
L602071001,2.4635987300951103,#7ACEB9
L610000100,3.4777303687617502,#449C93
L611000100,3.3691772821283883,#7ACEB9
L620201002,3.1978388323446003,#7ACEB9
L620201201,3.1151029463060076,#7ACEB9
L621000201,3.2651299578999335,#7ACEB9
L621000402,2.808250527815189,#7ACEB9
L621020000,3.5481564600085904,#449C93
L630071001,2.487087196733399,#7ACEB9
L631030000,2.5958077263745323,#7ACEB9
L700061001,1.9102966825773293,#7ACEB9
L700061002,2.0337914819578318,#7ACEB9
L702000101,1.8432474556921037,#7ACEB9
L710000100,4.822193958004543,#449C93
L710000200,4.615189693610382,#449C93
L710030000,4.831814115647516,#449C93
L711000100,5.596490541366287,#2A6863
L712301001,4.863690900049742,#449C93
L720061001,2.2009789515336493,#7ACEB9
L721000100,7.388950669597158,#193830
L721000300,5.484371167924221,#2A6863
L722006000,2.2177518257144753,#7ACEB9
L800001020,2.462917702209263,#7ACEB9
L800001030,2.8955749860345024,#7ACEB9
L810211001,0.7985673702450639,#BCE6DB
L811641001,1.3904032425970412,#BCE6DB
L812211002,1.1255997716934663,#BCE6DB
L812212004,1.388051147463815,#BCE6DB
L813401001,1.762795197235484,#7ACEB9
L813402001,2.214971617322143,#7ACEB9
L814211001,1.6277228972928355,#BCE6DB
L820301001,2.271222242973675,#7ACEB9
L821301001,2.7545012824980484,#7ACEB9
L821301100,2.209956664313789,#7ACEB9
L822211001,1.9070506439832589,#7ACEB9
L823211001,2.271932476794414,#7ACEB9
L830030000,2.397487040261718,#7ACEB9
L830731100,1.8406076402398788,#7ACEB9
L831400000,2.390584113536687,#7ACEB9
L833000100,3.0955535657937205,#7ACEB9
L833400000,3.4246243440480604,#449C93
L834301001,2.6076801936251024,#7ACEB9
L840210400,2.714438954629194,#7ACEB9
L840211002,2.474180159460907,#7ACEB9
L850301001,6.217284464798807,#2A6863
L851000200,5.27803463684594,#2A6863
L851000300,6.104372729000222,#2A6863
L851000500,6.070344752581067,#2A6863
L852301001,6.1679701080205565,#2A6863
L853030200,8.12277238679088,#193830
L860211002,3.2992636376621904,#7ACEB9
L870000000,2.9688799283751335,#7ACEB9
L870001010,2.8266338345592588,#7ACEB9
L900000601,0.8108666754085825,#BCE6DB
L910000101,3.458137550661727,#449C93
L911000601,4.874511530642502,#449C93
L911030000,5.176303125474219,#2A6863
L921000201,5.297706215992608,#2A6863
L922000101,3.0185168199937107,#7ACEB9
M001061001,-0.5938553936624199,#EFE0B0
M001411001,-1.0217352983319505,#EFE0B0
M003400000,-0.4771871353621383,#EFE0B0
M004061001,-0.1531769870048704,#EFE0B0
M005061020,0.2795463730484137,#BCE6DB
M006432001,1.056972252952458,#BCE6DB
M006433001,0.7453179327024485,#BCE6DB
M011491010,1.9037404594854788,#7ACEB9
M012401010,1.8623870022549263,#7ACEB9
M013401010,1.9707023133645205,#7ACEB9
M014006000,0.8051170365016039,#BCE6DB
M015301010,1.007969907974351,#BCE6DB
M020061010,0.9108769645140395,#BCE6DB
M022774100,-1.076493432497808,#EFE0B0
M024030000,-0.04668754725624815,#EFE0B0
M024301000,-0.13848857706993947,#EFE0B0
M024301010,0.5418984575414854,#BCE6DB
M025061020,0.7611042490866685,#BCE6DB
M026400000,2.606658427325102,#7ACEB9
M027061020,0.6331884004014269,#BCE6DB
M030151001,-1.1695134317248919,#EFE0B0
M031000101,-0.9143891645778499,#EFE0B0
M032015000,-1.5762029681422438,#EFE0B0
M032151101,-1.6349335904866216,#EFE0B0
M034151010,-1.2755013259546928,#EFE0B0
M035400000,-2.230386507034385,#D4B86A
M035401010,-2.2183384336928205,#D4B86A
M036151010,-1.1291673236497566,#EFE0B0
M036151501,-2.1476218250968353,#D4B86A
M037151010,-1.4563577108246102,#EFE0B0
M038401020,-2.9767755186565736,#D4B86A
M040151010,-1.301590413027181,#EFE0B0
M040151200,-1.1772589557077306,#EFE0B0
M041151010,-0.790546363367644,#EFE0B0
M042151010,-1.1956407748376965,#EFE0B0
M042481010,0.23607864009269958,#BCE6DB
M043401010,0.595645519463587,#BCE6DB
M043401300,-0.1503807230522897,#EFE0B0
M044151010,-0.9942707919866894,#EFE0B0
M050061010,-0.029304287013940212,#EFE0B0
M050451010,0.6339702492655253,#BCE6DB
M052061010,0.11519874129675127,#BCE6DB
M053501010,2.4240567229027907,#7ACEB9
M054401010,2.124769735572619,#7ACEB9
M055603010,2.551412219686046,#7ACEB9
M056030000,1.4765774546093366,#BCE6DB
M058301010,1.4364490491277566,#BCE6DB
M058302010,1.7054872425460892,#7ACEB9
M061030000,2.328918948510384,#7ACEB9
M062401010,2.712931751908858,#7ACEB9
M063061010,0.5396667368499939,#BCE6DB
M063301010,2.4449676514103573,#7ACEB9
M065311010,3.434071021486851,#449C93
M068061010,0.5555416482433706,#BCE6DB
M073061010,0.6953418272415981,#BCE6DB
M101161010,-0.06882819514129132,#EFE0B0
M102000101,0.7755714145204848,#BCE6DB
M102000201,2.1085922452287265,#7ACEB9
M102000301,1.344915398242899,#BCE6DB
M103400000,0.2555921628725164,#BCE6DB
M103401010,0.603283428636067,#BCE6DB
M103402010,0.3967160777443127,#BCE6DB
M103402400,0.4263112880532674,#BCE6DB
M103402500,-0.02580616587090746,#EFE0B0
M104161010,0.6022929387869702,#BCE6DB
M104162010,1.1019358252857603,#BCE6DB
M105000100,3.7302638862445696,#449C93
M106000100,3.4776899164556134,#449C93
M107302001,2.082993507091479,#7ACEB9
M110161010,1.6779675729863612,#BCE6DB
M111401010,0.16294007157193283,#BCE6DB
M111401300,-0.13414884013199818,#EFE0B0
M111401501,-0.12601062859985068,#EFE0B0
M112162001,1.4925639951620138,#BCE6DB
M112480000,2.4293215530120875,#7ACEB9
M112481100,1.5658733772200062,#BCE6DB
M112481200,4.897457186864843,#449C93
M112481500,4.562071300765292,#449C93
M112481601,1.2517019967113725,#BCE6DB
M114161010,2.057923451518781,#7ACEB9
M114460000,0.8071028733124402,#BCE6DB
M115161010,1.3667429265195357,#BCE6DB
M120030000,-1.006353560322094,#EFE0B0
M121301010,-0.3606137769123536,#EFE0B0
M121301200,-0.5961160519455271,#EFE0B0
M121301301,-0.3026798822868836,#EFE0B0
M123303000,-0.42744991407331234,#EFE0B0
M123304010,0.013467611525928102,#BCE6DB
M123304200,-0.5287803685532637,#EFE0B0
M124401010,-0.31391987093518503,#EFE0B0
M125030000,-0.5688595510707277,#EFE0B0
M125401010,-0.4511324690465116,#EFE0B0
M130161010,1.1916310236394871,#BCE6DB
M131301010,-0.2991138402797313,#EFE0B0
M134161010,0.7718231427390223,#BCE6DB
M135401010,1.1645213060093031,#BCE6DB
M136016000,1.2611818544032207,#BCE6DB
M141000500,3.658860209067811,#449C93
M144161010,2.1012935789618368,#7ACEB9
M146301010,0.9993071619338441,#BCE6DB
M146302010,1.8416569925242416,#7ACEB9
M151161010,2.2454025262777484,#7ACEB9
M153161010,1.6850283872268847,#BCE6DB
M153451100,4.357586756276286,#449C93
M156161010,2.5134407817082973,#7ACEB9
M300092010,0.5763990527092298,#BCE6DB
M301401010,0.8856939996775208,#BCE6DB
M302091010,0.7715445811430177,#BCE6DB
M303401001,0.42431290457670867,#BCE6DB
M304091001,0.35398225790837523,#BCE6DB
M306091010,0.7979352056080573,#BCE6DB
M310301001,1.3642853969670192,#BCE6DB
M313301010,1.2862225008373234,#BCE6DB
M314030000,1.263925536357211,#BCE6DB
M321301010,0.6200688136709397,#BCE6DB
M322301010,0.6805220001879878,#BCE6DB
M323091010,1.3116286961719172,#BCE6DB
M323091020,1.5611521107292519,#BCE6DB
M325311010,1.1104179999408532,#BCE6DB
M331301010,0.04593751048976662,#BCE6DB
M332301010,0.14898036239587373,#BCE6DB
M333091010,1.7030469690156782,#7ACEB9
M334091010,1.073806628538055,#BCE6DB
M340301010,1.5722353642091393,#BCE6DB
M342301010,1.5700371439025544,#BCE6DB
M350401010,1.9652668698628375,#7ACEB9
M351401010,1.8819483760403906,#7ACEB9
M360091010,1.3514436627906385,#BCE6DB
M363091010,1.1855694905559626,#BCE6DB
M371181010,1.597881313754354,#BCE6DB
M371181100,1.532548664662328,#BCE6DB
M373181010,2.2363908860824857,#7ACEB9
M376400000,3.5402505014724235,#449C93
M377181010,1.9216385782943994,#7ACEB9
M377401010,1.6857807363989536,#BCE6DB
M380000100,2.0597645053510965,#7ACEB9
M381301010,2.030315114038352,#7ACEB9
M382301010,2.113273897538377,#7ACEB9
M383401020,2.8150952051932756,#7ACEB9
M383401100,2.511090898510512,#7ACEB9
M385181010,1.8130784752577789,#7ACEB9
M386181010,2.0486636901584836,#7ACEB9
M391440000,1.434661790142089,#BCE6DB
M410191040,1.5311512492112755,#BCE6DB
M411401010,2.8510134938558056,#7ACEB9
M501421020,5.511007693487883,#2A6863
M510201010,6.217185221873642,#2A6863
M510431100,6.434513940670776,#2A6863
M512431010,4.181865240213659,#449C93
M512431100,4.04016308064185,#449C93
M521401010,3.6628578579477304,#449C93
M521401020,3.8367323880177175,#449C93
M522201010,4.696544493563656,#449C93
M530001010,2.3188062538726695,#7ACEB9
M600000100,2.8098056382588754,#7ACEB9
M601301010,2.798946838612119,#7ACEB9
M601301020,2.754476660453125,#7ACEB9
M601303010,2.223215276245413,#7ACEB9
M602030000,3.2408453803439983,#7ACEB9
M611000100,2.2805179609108777,#7ACEB9
M620401010,2.289036420029033,#7ACEB9
M620401100,2.7781708770223092,#7ACEB9
M621400000,3.521896636253537,#449C93
M624001000,2.017744458162233,#7ACEB9
M632301010,1.4524427361787595,#BCE6DB
M632301020,1.8149645746353318,#7ACEB9
M633301010,1.6236706400779035,#BCE6DB
M633302010,1.5189932438562264,#BCE6DB
M635302000,2.3210548023402544,#7ACEB9
M701024000,0.7713935536080154,#BCE6DB
M702241010,0.8269106800295123,#BCE6DB
M703024000,0.960052763127609,#BCE6DB
M704400000,1.6724268518613143,#BCE6DB
M704401100,1.718269179628208,#7ACEB9
M711241010,0.8145185830733711,#BCE6DB
M720302010,2.4776052629519763,#7ACEB9
M721301010,2.209865764752314,#7ACEB9
M721302010,2.3253515312702246,#7ACEB9
M730242011,1.4188997954312466,#BCE6DB
M731400000,2.3247089359723416,#7ACEB9
M731401010,2.6322432790051713,#7ACEB9
M741301010,1.202496065420752,#BCE6DB
M743311010,1.2546773624633158,#BCE6DB
M745030000,1.7403581710380513,#7ACEB9
M745301010,1.1994938517124438,#BCE6DB
M750241000,1.3158520848009112,#BCE6DB
M811261010,1.645356423423857,#BCE6DB
M811261020,1.6528488938063053,#BCE6DB
M812401010,2.1512585529933634,#7ACEB9
M814401010,2.3376256692985273,#7ACEB9
M815026000,2.1871273486635423,#7ACEB9
M820501010,2.6552316072742994,#7ACEB9
M820502010,2.085287385081981,#7ACEB9
M842001000,2.5472346241293784,#7ACEB9
M850301010,1.2761993546985064,#BCE6DB
N011302010,2.849025733955101,#7ACEB9
N011303010,3.0095675969771785,#7ACEB9
N100151010,1.9388320756087787,#7ACEB9
N120301010,3.273980212602912,#7ACEB9
