code,QA,fill
A105003001,-0.6497198677849658,#EFE0B0
A107020001,8.1285627047309,#7ACEB9
A108003001,3.3846806981692588,#BCE6DB
A112010001,0.9935739821248504,#BCE6DB
A116003002,3.5680664044141004,#BCE6DB
A125020001,2.791004159953341,#BCE6DB
A125020101,3.2344471627421387,#BCE6DB
A133003001,4.075529904662042,#BCE6DB
A143020002,2.342455672461218,#BCE6DB
A146020101,2.9722683407158104,#BCE6DB
A146020302,2.724780811081692,#BCE6DB
A147003001,3.1198608312369385,#BCE6DB
A161003001,5.7190490814305655,#BCE6DB
A204010001,3.133233932556336,#BCE6DB
A204010101,1.1019994808454252,#BCE6DB
A204010201,2.3068973353033484,#BCE6DB
A212020002,2.606754215309429,#BCE6DB
A213020001,1.0122536390626637,#BCE6DB
A214010001,3.455815895040414,#BCE6DB
A216010001,3.010932614881099,#BCE6DB
A231020001,6.16230012130567,#BCE6DB
A234021001,2.686090455149068,#BCE6DB
A234021101,5.575419989609272,#BCE6DB
A235020002,6.413916157468947,#BCE6DB
A236003001,6.394889833077329,#BCE6DB
A237003001,6.457678948397465,#BCE6DB
A273011002,0.8203920100026063,#BCE6DB
A276011001,2.0051174808194854,#BCE6DB
A284020001,3.960781146226943,#BCE6DB
A286011002,2.9532521020005706,#BCE6DB
A286011003,2.2438818284893047,#BCE6DB
A293020001,17.044755421249135,#449C93
A312000101,5.672815691558274,#BCE6DB
A315010001,6.795639442156753,#BCE6DB
A315020001,6.876065740353166,#BCE6DB
A330010001,10.068071112586617,#7ACEB9
A331010001,7.385755804090323,#BCE6DB
A341020001,3.066720061992023,#BCE6DB
A348020001,7.615382953548322,#BCE6DB
A349020001,7.0131954752353005,#BCE6DB
A350010001,7.758231719984926,#BCE6DB
A361011001,7.115716259327446,#BCE6DB
A369011001,10.415471800699242,#7ACEB9
A373020001,15.103987986253902,#7ACEB9
A402061001,0.5989980002242116,#BCE6DB
A405062001,1.42250806090321,#BCE6DB
A414020202,-0.17162687392039042,#EFE0B0
A420063001,0.9261630651064269,#BCE6DB
A420063002,1.7135911128053227,#BCE6DB
A433301001,0.06582154343862096,#BCE6DB
A436203001,-0.741714999616517,#EFE0B0
A443064001,0.6640956046416568,#BCE6DB
A444201001,6.839996618621022,#BCE6DB
A455000201,2.4988108424449935,#BCE6DB
A463201001,5.363845190828912,#BCE6DB
A511061002,2.44726186666297,#BCE6DB
A523011001,6.343613862927399,#BCE6DB
A524201001,8.330993512746927,#7ACEB9
A526102001,7.865574713884079,#BCE6DB
A542201001,12.204892645295434,#7ACEB9
A543101001,9.885936971142414,#7ACEB9
A550061001,3.0347903690219735,#BCE6DB
A573061001,3.7197985214673164,#BCE6DB
A584201001,11.666503334699836,#7ACEB9
A605102001,0.4378746495366343,#BCE6DB
A614201001,1.126835221678645,#BCE6DB
A615103001,-0.05067167144312551,#EFE0B0
A631101001,0.6475756027976227,#BCE6DB
A634101002,1.2787245987623788,#BCE6DB
A654111001,8.595574361588316,#7ACEB9
A657111001,9.059231463840746,#7ACEB9
A670121001,3.1377439770223807,#BCE6DB
A673122001,4.784083961953433,#BCE6DB
A676101001,3.3774297765337877,#BCE6DB
A692101001,2.9410012034743054,#BCE6DB
A695301001,14.863323272601377,#7ACEB9
A701061001,2.903844793228033,#BCE6DB
A712201001,11.073778352932024,#7ACEB9
A735201001,10.895610454591731,#7ACEB9
A743061001,4.911598596229272,#BCE6DB
A758102001,8.766714016806738,#7ACEB9
A764201001,7.0850375093531355,#BCE6DB
A770101001,8.237838204022394,#7ACEB9
A782101001,8.936910116864514,#7ACEB9
A788101001,10.395903992821024,#7ACEB9
A793061002,4.976075929895808,#BCE6DB
A807101001,11.306293355840088,#7ACEB9
A812020101,14.87812626248509,#7ACEB9
A818201001,11.312017210880377,#7ACEB9
A820101001,11.159306229934206,#7ACEB9
A832201001,8.657027836783879,#7ACEB9
A840101001,11.205316269126518,#7ACEB9
A843101001,9.684035574859937,#7ACEB9
A850061001,3.958026305872814,#BCE6DB
A873201001,12.770149031835274,#7ACEB9
A901305050,1.128137374840103,#BCE6DB
A902102050,3.46912103711588,#BCE6DB
A907105050,6.021240519438936,#BCE6DB
A909106050,6.54974058406672,#BCE6DB
A919205040,15.217560772590563,#7ACEB9
A920107050,9.793010376836422,#7ACEB9
A926000101,11.71451172291442,#7ACEB9
A930108040,10.439414873181605,#7ACEB9
A931108060,10.99062380490438,#7ACEB9
A931109050,10.650884701653318,#7ACEB9
A932215050,3.203884581871501,#BCE6DB
A953205050,15.248010779638541,#7ACEB9
A975201001,14.799962176435368,#7ACEB9
A983201001,12.110095233298297,#7ACEB9
A986201001,14.269956262674796,#7ACEB9
A994202002,12.146089281063999,#7ACEB9
B022001001,9.780026033433156,#7ACEB9
B109201001,9.841116397696956,#7ACEB9
B110000001,10.108209404738174,#7ACEB9
B115001001,7.551545905581092,#BCE6DB
B122201001,7.223065907848212,#BCE6DB
B128201001,10.474564718183679,#7ACEB9
B130001001,8.037466659073958,#7ACEB9
B134001002,8.142769986153484,#7ACEB9
B210000101,8.390189445460193,#7ACEB9
B213001001,7.558207689961152,#BCE6DB
B222001001,6.973135130400628,#BCE6DB
B301001002,6.7980339889444465,#BCE6DB
B315002001,5.858175971931333,#BCE6DB
B400101001,7.206984802841206,#BCE6DB
B402101001,6.931493684833561,#BCE6DB
B403101001,6.472725423327801,#BCE6DB
B422431001,5.160162738546119,#BCE6DB
B457201001,11.584818260411533,#7ACEB9
B460101001,11.115626883782824,#7ACEB9
B463101001,10.717165493137994,#7ACEB9
B502001001,7.178564784188089,#BCE6DB
B517201001,9.19576268023727,#7ACEB9
B532201001,6.634951202855677,#BCE6DB
B540001001,7.175902511525685,#BCE6DB
B557201001,4.091137278392896,#BCE6DB
B611101001,2.4839477037430684,#BCE6DB
B700001002,6.5342174662427075,#BCE6DB
B720000001,6.754637342620897,#BCE6DB
B732201001,4.16471471384018,#BCE6DB
